screening_date,theater_id,movie_id,screening_time,tickets_sold,revenue,theater_name,address,movie_title,release_year,genre_id,imdb_rating,rotten_tomatoes,metacritic_rating,genre_name,imdb_rating_range,month,revenue_per_ticket,rating_to_sales_ratio,popularity_index
2024-05-22,49,284,9:29,453,3056,Meevee,31278 Everett Junction,Craig Ferguson: Does This Need to Be Said?,2005,13,8.7,85,83.0,Documentary,7-9,5,6.746136865342163,0.019205298013245033,12044001.599999998
2024-08-07,59,353,17:15,318,2920,Mydo,58835 Sycamore Place,Get Over It,2009,4,8.4,53,92.0,Crime|Drama|Thriller,7-9,8,9.182389937106919,0.026415094339622643,7799904.0
2024-08-17,5,533,9:22,451,1755,Wordware,2579 Schiller Junction,Movie Days (Bíódagar),1995,17,9.2,94,88.0,Drama|Mystery,9-10,8,3.891352549889135,0.02039911308203991,7281845.999999999
2024-05-19,5,169,15:27,70,2083,Wordware,2579 Schiller Junction,Square Dance,2009,15,7.7,67,98.0,Action|Crime|Thriller,7-9,5,29.757142857142856,0.11,1122737.0
2024-04-01,40,341,9:47,234,1985,Photospace,095 Superior Junction,"Road to Ruin, The",2004,9,8.3,50,75.0,Drama|Romance,7-9,4,8.482905982905983,0.035470085470085476,3855267.0
2024-09-07,31,254,13:53,436,5542,Flipstorm,197 Red Cloud Avenue,"Shadow Dancer, The (Shadows in the Sun)",2010,21,6.9,71,78.0,Comedy|Romance,5-7,9,12.711009174311927,0.015825688073394496,16672552.8
2024-06-15,10,323,17:47,347,3478,Elysium Performing Arts,2 Fordem Drive,Pandaemonium,2001,5,6.4,70,74.0,Action|Drama|Thriller,5-7,6,10.023054755043228,0.018443804034582133,7723942.4
2024-06-15,16,375,11:54,95,1505,Whispering Pines Theater,46 Dixon Center,The Sign of Four: Sherlock Holmes' Greatest Case,2002,12,9.5,34,84.0,Action|Adventure|Thriller|IMAX,9-10,6,15.842105263157896,0.1,1358262.5
2024-08-06,39,456,11:44,274,4103,Tekfly,7084 Lyons Terrace,CBGB,2005,23,8.0,70,75.0,Drama,7-9,8,14.974452554744525,0.029197080291970802,8993776.0
2024-05-03,49,135,17:03,314,2995,Meevee,31278 Everett Junction,"Contractor, The",1992,8,4.3,58,89.0,Drama|Musical,3-5,5,9.538216560509554,0.013694267515923566,4043849.0
2024-06-02,48,68,12:20,160,2467,Aspen Grove Theater,6601 Loftsgordon Parkway,"River Wild, The",2002,17,6.6,68,63.0,Drama|Mystery,5-7,6,15.41875,0.041249999999999995,2605152.0
2024-07-31,39,542,16:59,363,1192,Tekfly,7084 Lyons Terrace,The Old Gun,1989,19,5.5,44,68.0,Documentary,5-7,7,3.283746556473829,0.015151515151515152,2379828.0
2024-08-12,17,272,16:09,44,5760,Minyx,25 Veith Point,Once Upon a Warrior (Anaganaga O Dheerudu),2004,18,9.5,58,75.0,Horror|Mystery|Thriller,9-10,8,130.9090909090909,0.2159090909090909,2407680.0
2024-04-24,43,110,20:22,444,2305,Dynabox,9774 Lakewood Lane,Whiteout,1997,7,6.4,47,78.0,Comedy|Drama|Thriller,5-7,4,5.191441441441442,0.014414414414414415,6549888.0
2024-08-15,84,98,14:20,227,1753,Grandview Playhouse,6388 Corben Way,Bloodtide,2008,8,7.5,66,70.0,Drama|Musical,7-9,8,7.722466960352423,0.03303964757709251,2984482.5
2024-09-09,80,529,12:38,338,4326,Harmony Hall,9075 Transport Crossing,Toy Story 3,1999,21,5.5,42,61.0,Comedy|Romance,5-7,9,12.798816568047338,0.016272189349112426,8042034.0
2024-03-21,36,556,13:55,318,4649,Chatterpoint,921 Havey Lane,About Face: Supermodels Then and Now,1996,19,8.1,69,78.0,Documentary,7-9,3,14.619496855345911,0.025471698113207545,11974894.200000001
2024-03-06,29,346,11:59,102,2692,Rhycero,851 Hanover Parkway,Love Liza,2011,6,6.8,43,78.0,Comedy,5-7,3,26.392156862745097,0.06666666666666667,1867171.2
2024-03-16,59,232,15:04,123,5102,Mydo,58835 Sycamore Place,"Dam Busters, The",1999,23,7.6,86,68.0,Drama,7-9,3,41.479674796747965,0.06178861788617886,4769349.6
2024-03-20,42,87,17:35,104,1953,Feedmix,224 Parkside Road,Basara: Princess Goh,2010,4,6.6,94,60.0,Crime|Drama|Thriller,5-7,3,18.778846153846153,0.06346153846153846,1340539.2
2024-07-25,73,578,19:24,262,3896,Skipfire,20298 Hauk Pass,Masks (Masques),1999,20,8.3,80,66.0,Romance|Sci-Fi,7-9,7,14.870229007633588,0.031679389312977105,8472241.600000001
2024-03-20,48,545,17:51,340,3555,Aspen Grove Theater,6601 Loftsgordon Parkway,Brutal Beauty: Tales of the Rose City Rollers,1984,6,5.9,79,94.0,Comedy,5-7,3,10.455882352941176,0.01735294117647059,7131330.0
2024-06-12,2,1,9:18,235,1085,Regal Cinemas,5580 Almo Street,"January Man, The",2005,20,6.7,82,68.0,Romance|Sci-Fi,5-7,6,4.617021276595745,0.028510638297872343,1708332.5
2024-05-30,65,366,16:57,76,1332,Tagopia,035 Hallows Avenue,Losing Chase,2006,1,4.7,47,72.0,Comedy|Drama,3-5,5,17.526315789473685,0.0618421052631579,475790.4
2024-04-26,14,198,12:32,139,4711,The Velvet Curtain,7 Carey Park,Metro,2008,17,8.7,95,78.0,Drama|Mystery,7-9,4,33.89208633093525,0.06258992805755395,5697012.3
2024-03-31,76,96,19:47,136,3577,Cogibox,74534 Troy Terrace,Revenge for Jolly!,2001,22,7.2,45,68.0,Comedy|War,7-9,3,26.301470588235293,0.052941176470588235,3502598.4000000004
2024-06-02,45,383,12:47,78,3984,Voonix,1341 Esch Road,"Wall, The (Die Wand)",2008,11,9.4,48,77.0,Drama,9-10,6,51.07692307692308,0.12051282051282051,2921068.8
2024-04-05,84,486,16:39,41,2543,Grandview Playhouse,6388 Corben Way,Hamlet 2,2010,14,8.4,91,65.0,Thriller,7-9,4,62.02439024390244,0.20487804878048782,875809.2000000001
2024-09-14,23,508,17:38,101,5522,Blogspan,9 Eggendart Circle,Zodiac,1987,6,6.0,48,80.0,Comedy,5-7,9,54.67326732673267,0.0594059405940594,3346332.0
2024-05-25,16,63,14:23,281,2093,Whispering Pines Theater,46 Dixon Center,Rampage,1991,24,4.1,63,87.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,3-5,5,7.448398576512456,0.014590747330960854,2411345.3
2024-05-22,62,458,10:45,465,4657,Bubblebox,943 Crowley Hill,Shopgirl,1991,17,7.8,67,77.0,Drama|Mystery,7-9,5,10.01505376344086,0.016774193548387096,16890939.0
2024-07-16,33,294,18:05,423,2106,Wordtune,76 Novick Place,Nemesis 2: Nebula,1996,10,6.5,85,90.0,Comedy|Drama|Romance,5-7,7,4.9787234042553195,0.015366430260047281,5790447.0
2024-03-05,18,310,10:16,253,1947,Riffpath,1008 Armistice Circle,Slow Burn,1997,19,9.8,60,70.0,Documentary,9-10,3,7.695652173913044,0.038735177865612654,4827391.800000001
2024-03-06,29,355,11:33,419,2259,Rhycero,851 Hanover Parkway,"Muppets, The",2003,9,7.1,70,65.0,Drama|Romance,7-9,3,5.391408114558472,0.01694510739856802,6720299.1
2024-06-05,52,434,13:53,338,3259,Gigashots Theater,04162 Bunting Alley,Louis Theroux: Law & Disorder,1988,3,7.7,90,95.0,Action|Drama|War,7-9,6,9.642011834319527,0.022781065088757397,8481873.4
2024-08-16,5,309,17:39,46,2014,Wordware,2579 Schiller Junction,More Than Honey,1992,22,5.3,58,80.0,Comedy|War,5-7,8,43.78260869565217,0.11521739130434783,491013.19999999995
2024-07-30,54,328,13:36,172,2479,Browsecat,46 Union Road,"Creature from the Black Lagoon, The",2007,6,7.3,40,98.0,Comedy,7-9,7,14.412790697674419,0.04244186046511628,3112632.4
2024-07-06,82,386,16:23,345,4367,Trilia,747 Graceland Terrace,NATO's Secret Armies (Gladio: L'esercito segreto della Nato),2008,7,9.2,69,61.0,Comedy|Drama|Thriller,9-10,7,12.657971014492754,0.026666666666666665,13860857.999999998
2024-03-05,79,91,11:33,172,4161,Crescent Moon Theater,6 Stuart Crossing,Sword of the Beast (Kedamono no ken),1993,21,5.0,36,88.0,Comedy|Romance,3-5,3,24.191860465116278,0.029069767441860465,3578460.0
2024-07-13,24,280,17:58,59,4685,The Renaissance Theater,7 Fulton Parkway,Changing Sides (De l'autre côté du lit),1997,23,9.0,79,70.0,Drama,7-9,7,79.40677966101696,0.15254237288135594,2487735.0
2024-09-10,15,90,14:16,433,5453,Blue Sky Playhouse,7 Everett Plaza,Frosty the Snowman,1998,21,8.3,66,87.0,Comedy|Romance,7-9,9,12.593533487297922,0.019168591224018476,19597536.7
2024-09-05,33,207,16:11,102,2229,Wordtune,76 Novick Place,"Thieves, The (Dodookdeul)",1993,2,9.2,72,96.0,Comedy|Romance,9-10,9,21.852941176470587,0.09019607843137255,2091693.5999999999
2024-09-03,13,539,11:31,293,1128,Gabcube,7387 Red Cloud Parkway,Pool of London,1990,23,7.9,61,83.0,Drama,7-9,9,3.849829351535836,0.02696245733788396,2610981.6
2024-08-16,28,13,12:48,304,1195,Bubbletube,9154 3rd Hill,"Woman's Secret, A",2008,20,4.9,91,64.0,Romance|Sci-Fi,3-5,8,3.9309210526315788,0.01611842105263158,1780072.0
2024-05-26,14,94,14:29,330,4034,The Velvet Curtain,7 Carey Park,"Botany of Desire, The",2006,17,7.6,58,90.0,Drama|Mystery,7-9,5,12.224242424242425,0.02303030303030303,10117272.0
2024-05-11,25,439,12:42,369,3345,Edgeify,5 Darwin Avenue,Welcome to Mooseport,1998,4,7.0,74,78.0,Crime|Drama|Thriller,5-7,5,9.065040650406504,0.018970189701897018,8640135.0
2024-04-19,77,154,10:39,454,1598,Leenti,967 Weeping Birch Crossing,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",2010,20,7.9,86,87.0,Romance|Sci-Fi,7-9,4,3.5198237885462555,0.017400881057268724,5731386.800000001
2024-07-21,78,291,9:26,283,4270,Trilith,16604 Swallow Avenue,Jönssonligans största kupp,2012,12,5.6,48,87.0,Action|Adventure|Thriller|IMAX,5-7,7,15.088339222614842,0.019787985865724382,6767096.0
2024-05-04,63,256,11:39,337,1534,Kazu,5 Village Way,"Myth, The (San wa)",1995,4,5.8,79,72.0,Crime|Drama|Thriller,5-7,5,4.551928783382789,0.017210682492581602,2998356.3999999994
2024-05-11,12,455,16:27,90,2846,Dabtype,51 Coolidge Avenue,Tycoon (Oligarkh),2011,9,8.7,86,90.0,Drama|Romance,7-9,5,31.622222222222224,0.09666666666666666,2228417.9999999995
2024-07-30,32,117,19:38,310,2439,Skiba,85 Portage Terrace,"Ballroom, The (Chega de Saudade)",1996,13,6.2,39,78.0,Documentary,5-7,7,7.867741935483871,0.02,4687758.0
2024-08-03,27,126,9:41,78,1344,Blogpad,59 Shopko Crossing,Orfeu,2005,2,6.8,67,57.0,Comedy|Romance,5-7,8,17.23076923076923,0.08717948717948718,712857.5999999999
2024-05-12,84,129,18:28,385,2412,Grandview Playhouse,6388 Corben Way,Frisco Jenny,1998,23,8.9,56,78.0,Drama,7-9,5,6.264935064935065,0.02311688311688312,8264718.0
2024-04-29,54,458,15:24,133,4156,Browsecat,46 Union Road,Shopgirl,1991,17,7.8,67,77.0,Drama|Mystery,7-9,4,31.24812030075188,0.058646616541353384,4311434.399999999
2024-05-11,81,510,11:18,428,5697,Majestic Arts Center,8 Algoma Junction,In My Country (a.k.a. Country of My Skull),2009,3,4.5,70,78.0,Action|Drama|War,3-5,5,13.310747663551401,0.010514018691588784,10972422.0
2024-06-25,13,78,16:09,158,1190,Gabcube,7387 Red Cloud Parkway,"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi)",2012,15,4.2,82,80.0,Action|Crime|Thriller,3-5,6,7.531645569620253,0.026582278481012658,789684.0
2024-03-30,10,269,20:54,113,5798,Elysium Performing Arts,2 Fordem Drive,Passchendaele,2012,21,7.0,47,77.0,Comedy|Romance,5-7,3,51.309734513274336,0.061946902654867256,4586218.0
2024-09-14,14,110,19:30,179,4552,The Velvet Curtain,7 Carey Park,Whiteout,1997,7,6.4,47,78.0,Comedy|Drama|Thriller,5-7,9,25.43016759776536,0.03575418994413408,5214771.2
2024-05-12,72,134,20:07,255,4275,Meejo,4290 Claremont Street,Leprechaun 3,2009,9,6.0,89,64.0,Drama|Romance,5-7,5,16.764705882352942,0.023529411764705882,6540750.0
2024-07-14,34,254,18:11,160,3503,Blogpad,64625 Elgar Avenue,"Shadow Dancer, The (Shadows in the Sun)",2010,21,6.9,71,78.0,Comedy|Romance,5-7,7,21.89375,0.043125000000000004,3867312.0
2024-07-23,19,104,10:20,68,2043,Theater of Dreams,2 Namekagon Lane,Champion,2005,16,5.0,59,78.0,Action|Thriller,3-5,7,30.044117647058822,0.07352941176470588,694620.0
2024-05-13,78,474,14:53,196,3519,Trilith,16604 Swallow Avenue,Lucky: No Time For Love,1992,4,4.3,98,96.0,Crime|Drama|Thriller,3-5,5,17.95408163265306,0.02193877551020408,2965813.1999999997
2024-08-01,7,196,13:12,254,2253,Flashdog,2793 Claremont Center,"Eleventh Year, The (Odinnadtsatyy) ",2003,23,7.2,96,60.0,Drama,7-9,8,8.87007874015748,0.028346456692913385,4120286.4
2024-08-24,30,405,20:37,223,2341,Timeless Theater,9 Duke Park,"Loves of Carmen, The",1995,16,8.1,69,71.0,Action|Thriller,7-9,8,10.497757847533633,0.03632286995515695,4228548.3
2024-04-05,60,229,17:05,279,1112,Mita,21 Lakewood Hill,"Red Elvis, The (Der rote Elvis)",2010,17,9.8,66,73.0,Drama|Mystery,9-10,4,3.985663082437276,0.03512544802867384,3040430.4
2024-07-07,2,174,10:06,382,2954,Regal Cinemas,5580 Almo Street,Conflagration (Enjô),1999,12,4.7,91,65.0,Action|Adventure|Thriller|IMAX,3-5,7,7.732984293193717,0.012303664921465968,5303611.600000001
2024-09-05,74,159,15:58,290,1946,Radiance Theater,594 Steensland Terrace,The Concert for Bangladesh,1984,9,7.3,59,78.0,Drama|Romance,7-9,9,6.710344827586207,0.02517241379310345,4119682.0
2024-06-14,52,462,11:29,404,2746,Gigashots Theater,04162 Bunting Alley,Delta of Venus,1989,18,7.9,34,96.0,Horror|Mystery|Thriller,7-9,6,6.797029702970297,0.019554455445544554,8764133.600000001
2024-05-16,29,387,20:42,67,1395,Rhycero,851 Hanover Parkway,"Human Condition III, The (Ningen no joken III)",2003,12,8.9,57,97.0,Action|Adventure|Thriller|IMAX,7-9,5,20.82089552238806,0.1328358208955224,831838.5
2024-08-02,32,53,20:13,126,4014,Skiba,85 Portage Terrace,"Conformist, The (Conformista, Il)",2005,16,4.8,83,91.0,Action|Thriller,3-5,8,31.857142857142858,0.03809523809523809,2427667.2
2024-03-08,32,423,12:43,61,1039,Skiba,85 Portage Terrace,Starship Troopers 3: Marauder,2008,6,8.3,51,88.0,Comedy,7-9,3,17.0327868852459,0.1360655737704918,526045.7000000001
2024-04-14,40,30,13:07,241,4403,Photospace,095 Superior Junction,Chain Reaction,2003,22,4.7,92,68.0,Comedy|War,3-5,4,18.269709543568464,0.01950207468879668,4987278.100000001
2024-04-27,80,204,10:45,464,2486,Harmony Hall,9075 Transport Crossing,"Rain People, The",1999,15,9.2,53,67.0,Action|Crime|Thriller,9-10,4,5.357758620689655,0.01982758620689655,10612236.799999999
2024-07-02,75,57,14:08,254,3032,Kazio,87 Sundown Street,Who the Hell Is Juliette? (¿Quién diablos es Juliette?),2008,16,6.8,81,65.0,Action|Thriller,5-7,7,11.937007874015748,0.026771653543307086,5236870.399999999
2024-08-07,57,395,19:02,152,4680,Divanoodle,26 International Circle,Dr. Who and the Daleks,1992,19,9.7,52,78.0,Documentary,9-10,8,30.789473684210527,0.0638157894736842,6900192.0
2024-06-15,7,189,13:00,308,5045,Flashdog,2793 Claremont Center,Mr. Holland's Opus,1985,20,9.6,47,62.0,Romance|Sci-Fi,9-10,6,16.37987012987013,0.03116883116883117,14917056.0
2024-08-09,72,111,19:26,177,4206,Meejo,4290 Claremont Street,11.6,2001,21,6.0,76,60.0,Comedy|Romance,5-7,8,23.76271186440678,0.03389830508474576,4466772.0
2024-05-18,35,228,16:22,356,4727,Jabbersphere,763 Clyde Gallagher Drive,End of Watch,2008,9,7.5,36,95.0,Drama|Romance,7-9,5,13.27808988764045,0.021067415730337078,12621090.0
2024-07-25,67,489,19:31,297,3049,The Emerald Stage,57502 Sachs Point,Oklahoma!,2010,16,9.1,67,79.0,Action|Thriller,9-10,7,10.265993265993266,0.030639730639730637,8240532.3
2024-06-12,36,510,20:22,374,4870,Chatterpoint,921 Havey Lane,In My Country (a.k.a. Country of My Skull),2009,3,4.5,70,78.0,Action|Drama|War,3-5,6,13.02139037433155,0.012032085561497326,8196210.0
2024-08-13,79,306,11:26,432,2963,Crescent Moon Theater,6 Stuart Crossing,Mantrap,2004,13,9.9,96,70.0,Documentary,9-10,8,6.858796296296297,0.02291666666666667,12672158.4
2024-09-10,41,384,20:59,249,1995,Shuffletag,8 Buhler Trail,Louis C.K.: Live at the Beacon Theater,2010,5,9.5,65,73.0,Action|Drama|Thriller,9-10,9,8.012048192771084,0.03815261044176707,4719172.5
2024-06-01,21,511,9:57,38,1702,Skaboo,05435 Harbort Junction,Plato's Academy,2009,8,9.9,88,59.0,Drama|Musical,9-10,6,44.78947368421053,0.2605263157894737,640292.4
2024-06-01,61,518,10:49,180,3078,Skyble,58583 Lighthouse Bay Junction,"Hour of the Pig, The",2002,6,5.2,54,60.0,Comedy,5-7,6,17.1,0.02888888888888889,2881008.0
